session_id,logged,gender,age,home_page_view_time,creation_page_view_time,session_duration_minutes,home_page_frustration_count,creation_page_frustration_count,browser,operating_system,referal_source,date,state,city,has_fantasy_teams,num_sessions_last_month,creation_page_scroll_depth,created_fantasy_team
dd401749-8a86-11ef-befa-6045cb84ea6c,0,F,18,37,3,64,0,2,FireFox,Windows,Social media,2024-10-17 18:34:46.399044,Rio de Janeiro,Petropolis,1,5,8,1
ded9b087-8a86-11ef-a1de-6045cb84ea6c,1,M,24,2,38,76,14,0,FireFox,Android,Direct,2024-10-21 01:48:29.083388,Rio de Janeiro,Rio de Janeiro,1,22,7,0
dd73783d-8a86-11ef-9001-6045cb84ea6c,1,F,21,11,991,64,0,0,Chrome,Windows,Social media,2024-10-18 15:45:39.735762,Minas Gerais,Ouro Preto,0,34,86,0
de126ce1-8a86-11ef-b660-6045cb84ea6c,0,M,22,4,43,32,0,0,Chrome,Windows,Search engine,2024-10-18 09:33:02.777493,Minas Gerais,Uberlandia,0,28,97,0
ddf1a6d7-8a86-11ef-a2c0-6045cb84ea6c,0,M,30,14,15,53,0,0,Chrome,Windows,Direct,2024-10-18 05:08:50.562708,Sao Paulo,Sao Paulo,1,19,54,0
de345419-8a86-11ef-a997-6045cb84ea6c,1,M,23,52,18,38,3,1,Chrome,Android,Social media,2024-10-17 07:06:50.999682,Minas Gerais,Ouro Preto,0,38,97,0
df649a4e-8a86-11ef-a33a-6045cb84ea6c,0,M,30,13,36,33,0,19,Edge,macOS,Search engine,2024-10-18 06:11:01.993771,Sao Paulo,Sao Paulo,0,51,64,0
df07932b-8a86-11ef-8f74-6045cb84ea6c,1,M,19,11,34,57,0,13,Chrome,Android,Social media,2024-10-18 12:31:06.384105,Rio de Janeiro,Petropolis,1,33,41,0
de6968d5-8a86-11ef-9eea-6045cb84ea6c,1,M,17,57,39,15,0,3,Chrome,Windows,Search engine,2024-10-18 05:11:10.347549,Rio de Janeiro,Niteroi,1,56,60,0
df801d2a-8a86-11ef-8a11-6045cb84ea6c,0,M,22,20,5,83,8,16,Chrome,Windows,Search engine,2024-10-18 07:16:27.174070,Minas Gerais,Ouro Preto,0,23,25,0
def1ca75-8a86-11ef-bd95-6045cb84ea6c,0,M,23,26,43,54,1,0,Edge,Windows,Social media,2024-10-18 08:34:37.241340,Sao Paulo,Santos,0,54,78,0
de04d901-8a86-11ef-9a9f-6045cb84ea6c,0,M,26,42,30,87,0,0,Edge,Windows,Social media,2024-10-19 20:04:53.688507,Rio de Janeiro,Niteroi,1,14,78,0
dea3fd78-8a86-11ef-ad79-6045cb84ea6c,0,M,30,35,31,45,0,0,Chrome,IOS,Social media,2024-10-20 02:35:25.731465,Rio de Janeiro,Petropolis,1,36,57,0
de9178dc-8a86-11ef-8a3a-6045cb84ea6c,1,M,26,49,38,51,3,0,FireFox,Windows,Social media,2024-10-20 00:10:10.610108,Sao Paulo,Santos,0,33,89,0
de21c7d2-8a86-11ef-8be5-6045cb84ea6c,1,M,24,25,10,39,6,0,Chrome,Android,Search engine,2024-10-21 06:31:17.878122,Sao Paulo,Santos,0,25,85,0
ddae2e4f-8a86-11ef-8729-6045cb84ea6c,1,M,19,53,32,40,0,0,FireFox,IOS,Social media,2024-10-18 06:31:44.120530,Rio de Janeiro,Petropolis,1,43,20,0
dd611a6d-8a86-11ef-90f5-6045cb84ea6c,0,F,16,17,59,59,0,0,Edge,Windows,Social media,2024-10-18 18:22:58.615396,Sao Paulo,Sao Paulo,0,48,91,0
df06a88b-8a86-11ef-b4d6-6045cb84ea6c,0,M,19,1,15,17,0,0,Edge,Android,Search engine,2024-10-18 15:19:50.378100,Minas Gerais,Uberlandia,0,13,53,0
dfa55196-8a86-11ef-920a-6045cb84ea6c,0,M,28,24,26,21,0,3,Chrome,Windows,Social media,2024-10-18 05:39:04.417895,Sao Paulo,Campinas,0,43,5,0
de0c0036-8a86-11ef-8fb9-6045cb84ea6c,1,M,33,4,30,82,10,0,Chrome,Android,Direct,2024-10-18 03:31:47.745420,Sao Paulo,Sao Paulo,1,40,42,0
dd5c5584-8a86-11ef-8482-6045cb84ea6c,1,F,32,58,37,31,0,0,Edge,Windows,Social media,2024-10-18 05:18:25.584139,Minas Gerais,Ouro Preto,0,6,92,0
dd986654-8a86-11ef-a8ce-6045cb84ea6c,1,M,32,53,1126,40,0,0,FireFox,Windows,Search engine,2024-10-21 08:28:14.977785,Minas Gerais,Uberlandia,1,33,86,0
dd580e35-8a86-11ef-acf5-6045cb84ea6c,1,F,20,14,41,83,0,0,FireFox,Android,Social media,2024-10-17 04:38:14.556097,Rio de Janeiro,Niteroi,1,21,57,0
df9b9755-8a86-11ef-ac42-6045cb84ea6c,0,M,18,32,55,6,0,0,FireFox,Windows,Social media,2024-10-18 08:55:37.354145,Minas Gerais,Uberlandia,1,47,81,0
df13b48d-8a86-11ef-9b0a-6045cb84ea6c,0,M,31,46,39,52,3,17,Chrome,IOS,Search engine,2024-10-18 04:26:37.463604,Sao Paulo,Campinas,1,11,44,0
df7e9552-8a86-11ef-bd23-6045cb84ea6c,1,M,30,0,55,2,0,1,Edge,Windows,Social media,2024-10-19 08:31:03.164040,Minas Gerais,Belo Horizonte,0,34,9,0
de92633c-8a86-11ef-ae6b-6045cb84ea6c,1,M,32,49,43,63,22,3,Chrome,Windows,Search engine,2024-10-18 09:33:31.616108,Rio de Janeiro,Petropolis,1,54,56,0
ddba4a2b-8a86-11ef-be1d-6045cb84ea6c,1,M,27,3,53,3,0,0,Chrome,IOS,Social media,2024-10-19 04:51:45.199889,Minas Gerais,Belo Horizonte,1,17,27,1
dd5eb828-8a86-11ef-8b5b-6045cb84ea6c,1,F,21,18,18,8,2,0,Edge,Windows,Social media,2024-10-20 07:27:19.599771,Sao Paulo,Santos,0,57,20,0
df392ebc-8a86-11ef-8727-6045cb84ea6c,0,M,26,42,32,59,0,0,Chrome,Android,Search engine,2024-10-18 06:33:01.709214,Sao Paulo,Campinas,0,18,92,0
de7d6f53-8a86-11ef-a8df-6045cb84ea6c,1,M,31,37,21,69,0,3,Chrome,Windows,Social media,2024-10-18 07:30:10.478791,Rio de Janeiro,Petropolis,0,6,89,0
dd401759-8a86-11ef-b338-6045cb84ea6c,1,F,34,22,47,45,0,0,Edge,Android,Search engine,2024-10-18 08:58:35.399044,Sao Paulo,Campinas,0,44,57,0
dd3db49d-8a86-11ef-87c9-6045cb84ea6c,1,F,16,39,16,10,0,0,Edge,macOS,Social media,2024-10-16 07:06:28.383411,Rio de Janeiro,Rio de Janeiro,1,3,31,1
df4ef83d-8a86-11ef-bc34-6045cb84ea6c,1,M,30,50,23,36,7,0,Edge,macOS,Social media,2024-10-18 06:19:25.851997,Sao Paulo,Sao Paulo,0,34,66,0
de21c7c4-8a86-11ef-beb0-6045cb84ea6c,0,M,26,40,9,33,0,0,Edge,Windows,Social media,2024-10-15 06:40:20.878122,Minas Gerais,Uberlandia,1,8,64,0
dfae21a4-8a86-11ef-b7ff-6045cb84ea6c,1,M,28,0,28,80,15,0,Chrome,Windows,Social media,2024-10-17 03:09:50.475651,Sao Paulo,Campinas,0,41,33,0
de5b9026-8a86-11ef-b997-6045cb84ea6c,1,M,19,13,6,1,0,0,Edge,Android,Social media,2024-10-20 08:15:36.256810,Sao Paulo,Sao Paulo,1,21,47,0
decff369-8a86-11ef-a0bc-6045cb84ea6c,1,M,19,24,57,71,0,0,Chrome,Windows,Search engine,2024-10-18 08:58:34.019568,Sao Paulo,Sao Paulo,0,24,85,0
ddc1818a-8a86-11ef-bda2-6045cb84ea6c,1,M,19,59,8,26,0,0,Chrome,Windows,Search engine,2024-10-18 06:30:04.247177,Sao Paulo,Campinas,1,12,18,1
dd793891-8a86-11ef-bcd4-6045cb84ea6c,1,F,20,1938,4,66,0,0,Chrome,IOS,Social media,2024-10-16 09:30:38.773453,Rio de Janeiro,Petropolis,0,11,94,0
df9f7deb-8a86-11ef-a0ac-6045cb84ea6c,1,M,19,16,19,31,0,3,FireFox,macOS,Social media,2024-10-20 17:01:52.379708,Sao Paulo,Sao Paulo,0,25,60,0
ddba4a5d-8a86-11ef-81e2-6045cb84ea6c,1,M,18,4,31,19,0,0,Edge,IOS,Social media,2024-10-20 03:04:18.215514,Sao Paulo,Campinas,1,4,80,0
dee35b18-8a86-11ef-aaed-6045cb84ea6c,1,M,20,37,16,78,0,0,Chrome,IOS,Social media,2024-10-18 04:15:40.146737,Sao Paulo,Santos,1,38,27,0
df1c401d-8a86-11ef-8fca-6045cb84ea6c,1,M,23,31,22,54,0,0,Chrome,Windows,Social media,2024-10-17 03:32:41.519601,Rio de Janeiro,Niteroi,0,36,72,0
df7b483b-8a86-11ef-8215-6045cb84ea6c,0,M,17,21,1969,47,0,0,FireFox,Windows,Social media,2024-10-16 08:23:13.142405,Sao Paulo,Sao Paulo,1,30,64,0
df9df71d-8a86-11ef-96b4-6045cb84ea6c,1,M,28,26,9,13,2,20,Chrome,Windows,Social media,2024-10-17 13:39:50.369703,Sao Paulo,Santos,1,28,20,0
df6af128-8a86-11ef-b340-6045cb84ea6c,0,M,25,59,37,73,0,0,Chrome,Android,Social media,2024-10-20 08:37:39.035319,Rio de Janeiro,Petropolis,1,43,84,0
de64939f-8a86-11ef-a36e-6045cb84ea6c,1,M,25,3,11,36,0,0,FireFox,Windows,Direct,2024-10-19 07:09:28.315878,Sao Paulo,Santos,1,32,69,0
dd1f56c4-8a86-11ef-b8e9-6045cb84ea6c,0,F,23,44,10,50,0,0,FireFox,Android,Social media,2024-10-18 07:35:18.184402,Sao Paulo,Sao Paulo,0,2,59,0
de3106dd-8a86-11ef-b1c6-6045cb84ea6c,0,M,20,1739,16,87,0,3,FireFox,IOS,Social media,2024-10-18 08:40:24.978043,Rio de Janeiro,Rio de Janeiro,1,52,55,0
ded255d8-8a86-11ef-9b0e-6045cb84ea6c,0,M,17,41,54,65,0,0,Chrome,Windows,Social media,2024-10-20 00:59:18.035195,Sao Paulo,Santos,1,8,92,0
dec5d8ae-8a86-11ef-b112-6045cb84ea6c,1,M,28,15,32,22,0,0,Chrome,IOS,Social media,2024-10-19 05:31:28.953344,Sao Paulo,Santos,1,4,17,1
ddf31a49-8a86-11ef-a5f2-6045cb84ea6c,1,M,33,33,45,61,0,0,Edge,Android,Social media,2024-10-21 04:25:47.572218,Sao Paulo,Santos,1,55,69,0
de0c001d-8a86-11ef-a504-6045cb84ea6c,0,M,19,59,54,19,0,0,Edge,Windows,Social media,2024-10-19 05:35:03.735387,Minas Gerais,Belo Horizonte,1,25,31,1
de799341-8a86-11ef-a22e-6045cb84ea6c,1,M,16,39,21,78,0,0,Edge,Windows,Social media,2024-10-18 07:07:18.453497,Rio de Janeiro,Petropolis,1,26,58,0
de1cf12e-8a86-11ef-baea-6045cb84ea6c,1,M,32,41,31,3,0,0,Edge,Windows,Social media,2024-10-19 06:20:25.846416,Minas Gerais,Belo Horizonte,0,50,2,0
dfa0687c-8a86-11ef-b94b-6045cb84ea6c,1,M,27,29,33,44,0,0,Edge,Android,Social media,2024-10-18 02:02:16.385712,Sao Paulo,Santos,1,31,2,0
df337f42-8a86-11ef-89cc-6045cb84ea6c,0,M,29,27,1077,82,0,0,Chrome,Windows,Social media,2024-10-18 01:54:08.671954,Rio de Janeiro,Rio de Janeiro,1,35,57,0
de5a8fda-8a86-11ef-bda6-6045cb84ea6c,1,M,29,6,26,13,0,0,Chrome,Windows,Social media,2024-10-18 13:19:35.250248,Rio de Janeiro,Rio de Janeiro,0,12,39,0
dda6e60c-8a86-11ef-b1b8-6045cb84ea6c,1,M,26,58,29,10,0,0,Edge,macOS,Social media,2024-10-18 07:35:02.072805,Minas Gerais,Belo Horizonte,0,30,20,0
de87bd3d-8a86-11ef-9125-6045cb84ea6c,1,M,28,20,52,77,7,0,Chrome,Windows,Search engine,2024-10-18 03:40:34.546321,Rio de Janeiro,Petropolis,0,16,40,0
df6a54e6-8a86-11ef-b0f0-6045cb84ea6c,1,M,24,53,40,22,0,0,Edge,Windows,Social media,2024-10-18 07:26:02.031319,Rio de Janeiro,Rio de Janeiro,0,51,1,0
dd65f0b6-8a86-11ef-9f35-6045cb84ea6c,0,F,23,42,56,50,0,0,Chrome,IOS,Social media,2024-10-20 07:53:34.647096,Minas Gerais,Ouro Preto,0,40,84,0
df1ea260-8a86-11ef-89ae-6045cb84ea6c,0,M,20,42,27,60,1,0,Edge,IOS,Social media,2024-10-18 09:12:46.535227,Sao Paulo,Santos,0,35,91,0
debc2837-8a86-11ef-9b70-6045cb84ea6c,0,M,31,10,27,38,0,0,FireFox,macOS,Social media,2024-10-20 05:42:10.889847,Rio de Janeiro,Niteroi,1,53,45,0
df6da28e-8a86-11ef-8cd5-6045cb84ea6c,1,M,20,43,22,23,0,6,Chrome,Android,Social media,2024-10-18 04:55:47.052964,Rio de Janeiro,Niteroi,0,1,72,0
df02c2b0-8a86-11ef-97a6-6045cb84ea6c,1,M,19,58,12,68,0,0,FireFox,Windows,Social media,2024-10-21 06:18:32.352552,Sao Paulo,Sao Paulo,0,31,18,0
df5aef2f-8a86-11ef-a0a7-6045cb84ea6c,1,M,30,54,50,63,0,0,FireFox,Windows,Social media,2024-10-18 06:23:50.930409,Sao Paulo,Campinas,0,55,87,0
de58942c-8a86-11ef-9682-6045cb84ea6c,0,M,17,671,31,72,0,0,Edge,Windows,Social media,2024-10-19 05:28:57.237252,Sao Paulo,Campinas,0,42,97,0
ddf0a66d-8a86-11ef-b80a-6045cb84ea6c,1,M,26,21,35,21,0,0,Chrome,macOS,Social media,2024-10-19 08:28:09.556144,Rio de Janeiro,Petropolis,1,15,37,0
df162761-8a86-11ef-a7db-6045cb84ea6c,1,M,33,16,41,60,0,0,FireFox,macOS,Social media,2024-10-18 09:32:01.479648,Minas Gerais,Belo Horizonte,0,14,60,0
df91e8cc-8a86-11ef-8e1a-6045cb84ea6c,1,M,24,44,47,41,0,0,Chrome,Android,Direct,2024-10-18 06:22:11.290693,Sao Paulo,Sao Paulo,0,38,75,0
dd56842b-8a86-11ef-b605-6045cb84ea6c,1,F,18,56,2281,34,2,9,Chrome,Windows,Social media,2024-10-18 06:43:18.546013,Rio de Janeiro,Petropolis,1,8,45,0
dd107bc9-8a86-11ef-9c17-6045cb84ea6c,1,F,21,39,48,56,0,0,Chrome,IOS,Social media,2024-10-18 05:19:27.087044,Sao Paulo,Campinas,0,22,74,0
de62314f-8a86-11ef-b99f-6045cb84ea6c,0,M,18,50,17,12,1,0,Chrome,macOS,Social media,2024-10-18 03:25:25.300254,Sao Paulo,Campinas,1,34,88,0
de799345-8a86-11ef-a954-6045cb84ea6c,0,M,20,34,2,18,0,3,Chrome,Windows,Social media,2024-10-20 03:47:51.453497,Rio de Janeiro,Rio de Janeiro,0,48,78,0
df6da282-8a86-11ef-9631-6045cb84ea6c,1,M,28,19,22,80,0,0,Edge,Windows,Social media,2024-10-19 08:30:35.052964,Rio de Janeiro,Rio de Janeiro,0,16,4,0
dd7bab0d-8a86-11ef-8a33-6045cb84ea6c,1,F,24,56,37,42,0,0,Edge,IOS,Social media,2024-10-20 04:32:13.789487,Sao Paulo,Campinas,0,43,36,0
df588cf1-8a86-11ef-927b-6045cb84ea6c,1,M,30,0,48,49,0,0,Edge,Windows,Direct,2024-10-17 21:20:12.914785,Sao Paulo,Sao Paulo,0,11,93,0
df09f5d6-8a86-11ef-9e85-6045cb84ea6c,0,M,28,2,55,51,0,0,Opera,IOS,Social media,2024-10-18 04:49:18.399736,Rio de Janeiro,Rio de Janeiro,0,59,49,0
ddb090da-8a86-11ef-90d2-6045cb84ea6c,1,M,32,12,45,82,0,0,Opera,Android,Social media,2024-10-18 05:33:56.136162,Minas Gerais,Ouro Preto,0,26,52,0
de2f7eb0-8a86-11ef-88ca-6045cb84ea6c,1,M,16,42,7,60,0,0,Opera,Android,Social media,2024-10-18 05:27:14.968002,Rio de Janeiro,Rio de Janeiro,0,44,46,0
ddb7e7c3-8a86-11ef-850c-6045cb84ea6c,1,M,23,21,26,40,0,0,Chrome,Android,Social media,2024-10-21 05:12:42.184258,Sao Paulo,Sao Paulo,1,13,34,0
de3e0330-8a86-11ef-9cfa-6045cb84ea6c,1,M,19,19,30,72,0,2,FireFox,Android,Social media,2024-10-17 13:32:00.063144,Sao Paulo,Campinas,0,7,92,0
ded9b075-8a86-11ef-ab32-6045cb84ea6c,1,M,25,14,10,49,11,0,Chrome,IOS,Social media,2024-10-18 05:45:52.083388,Minas Gerais,Belo Horizonte,0,8,22,0
dd86c3d6-8a86-11ef-b1a2-6045cb84ea6c,1,F,22,39,51,57,23,0,Chrome,Windows,Social media,2024-10-21 04:36:35.862216,Sao Paulo,Santos,1,58,83,0
df90fe33-8a86-11ef-8f39-6045cb84ea6c,0,M,24,11,25,19,3,0,Edge,Windows,Search engine,2024-10-16 11:45:37.284689,Rio de Janeiro,Rio de Janeiro,1,6,39,0
dfb16b63-8a86-11ef-90e7-6045cb84ea6c,0,M,21,33,18,33,0,0,FireFox,Windows,Search engine,2024-10-20 09:10:06.497196,Rio de Janeiro,Petropolis,1,33,23,0
df649a4d-8a86-11ef-9e2f-6045cb84ea6c,1,M,32,39,21,80,0,0,Edge,IOS,Social media,2024-10-18 06:50:35.993771,Minas Gerais,Ouro Preto,1,25,71,0
dde0a2c5-8a86-11ef-846f-6045cb84ea6c,1,M,16,50,51,57,16,0,Chrome,Windows,Search engine,2024-10-15 04:53:42.451191,Sao Paulo,Sao Paulo,0,40,49,0
de36b693-8a86-11ef-a36c-6045cb84ea6c,1,M,29,47,11,84,0,0,FireFox,macOS,Social media,2024-10-21 07:33:09.015306,Sao Paulo,Campinas,0,5,43,0
de97e179-8a86-11ef-aad3-6045cb84ea6c,1,M,31,43,38,54,0,0,Edge,IOS,Social media,2024-10-18 04:43:48.652108,Minas Gerais,Uberlandia,1,25,11,0
df5155d1-8a86-11ef-8062-6045cb84ea6c,1,M,23,25,17,53,0,0,Opera,Windows,Social media,2024-10-18 05:56:51.867501,Rio de Janeiro,Rio de Janeiro,1,11,96,0
ddcb1ed8-8a86-11ef-a5f2-6045cb84ea6c,0,M,33,52,20,45,0,0,FireFox,Windows,Social media,2024-10-18 06:15:59.310189,Sao Paulo,Santos,0,22,89,0
def1ca88-8a86-11ef-9fd6-6045cb84ea6c,0,M,34,55,55,66,2,0,Edge,Android,Social media,2024-10-16 07:25:07.241340,Rio de Janeiro,Rio de Janeiro,1,50,35,0
df21b381-8a86-11ef-8b9c-6045cb84ea6c,0,M,33,12,40,22,0,0,Chrome,Windows,Social media,2024-10-20 06:04:09.555326,Rio de Janeiro,Niteroi,1,51,14,0
de479be9-8a86-11ef-a54a-6045cb84ea6c,0,M,31,55,34,17,0,0,Edge,macOS,Search engine,2024-10-19 03:17:32.126038,Sao Paulo,Campinas,1,4,68,0
dd3db4b2-8a86-11ef-b918-6045cb84ea6c,0,F,22,1,40,66,10,0,Edge,macOS,Social media,2024-10-19 05:35:37.383411,Rio de Janeiro,Petropolis,1,41,8,0
de5fcea9-8a86-11ef-88f6-6045cb84ea6c,1,M,25,35,52,78,0,0,Edge,Android,Search engine,2024-10-18 08:07:32.284621,Minas Gerais,Uberlandia,0,14,23,0
dd580e32-8a86-11ef-9d66-6045cb84ea6c,1,F,21,36,32,7,0,0,Chrome,Android,Search engine,2024-10-18 08:18:02.556097,Sao Paulo,Santos,1,21,36,1
de1cf152-8a86-11ef-bfbc-6045cb84ea6c,1,M,28,50,28,27,0,0,Edge,Windows,Search engine,2024-10-15 04:27:59.846416,Sao Paulo,Sao Paulo,1,30,65,0
dfba0c74-8a86-11ef-908f-6045cb84ea6c,0,M,25,19,49,79,1,0,Edge,macOS,Social media,2024-10-21 08:32:04.553752,Sao Paulo,Campinas,1,25,47,0
ddb6fd17-8a86-11ef-9ca9-6045cb84ea6c,1,M,26,59,33,25,0,0,FireFox,Windows,Search engine,2024-10-18 18:17:45.178253,Minas Gerais,Ouro Preto,1,39,34,0
def441f1-8a86-11ef-8ada-6045cb84ea6c,0,M,26,1,33,67,0,0,Opera,Windows,Social media,2024-10-20 08:05:29.257504,Sao Paulo,Campinas,0,12,81,0
de479be3-8a86-11ef-8fe0-6045cb84ea6c,1,M,27,25,28,44,0,0,Chrome,Windows,Social media,2024-10-16 06:18:36.126038,Sao Paulo,Sao Paulo,1,39,54,0
ddba4a3c-8a86-11ef-8cfe-6045cb84ea6c,1,M,16,14,57,37,0,0,Chrome,Android,Social media,2024-10-18 06:07:23.199889,Rio de Janeiro,Rio de Janeiro,0,50,4,1
dfac9a8e-8a86-11ef-8133-6045cb84ea6c,0,M,29,10,11,63,0,0,Chrome,macOS,Social media,2024-10-19 07:45:40.465638,Minas Gerais,Uberlandia,0,42,7,0
de45362e-8a86-11ef-a201-6045cb84ea6c,0,M,25,5,48,46,4,0,Edge,Windows,Search engine,2024-10-18 05:13:49.110327,Rio de Janeiro,Niteroi,1,10,84,0
df392eb3-8a86-11ef-a61e-6045cb84ea6c,1,M,24,19,51,20,0,0,Chrome,Windows,Social media,2024-10-18 07:37:33.709214,Sao Paulo,Campinas,1,45,13,0
df251045-8a86-11ef-8c4e-6045cb84ea6c,1,M,34,43,59,79,0,0,Chrome,macOS,Social media,2024-10-18 06:16:46.577363,Rio de Janeiro,Petropolis,1,49,86,0
dd83eff3-8a86-11ef-8040-6045cb84ea6c,1,F,26,11,55,68,3,0,Edge,Windows,Social media,2024-10-18 05:27:45.843685,Sao Paulo,Sao Paulo,0,28,87,0
decff380-8a86-11ef-bd46-6045cb84ea6c,0,M,27,27,14,32,0,0,FireFox,Windows,Social media,2024-10-21 05:09:35.019568,Rio de Janeiro,Petropolis,0,21,0,1
ddecabb8-8a86-11ef-b786-6045cb84ea6c,0,M,16,1,16,24,16,0,Chrome,Windows,Direct,2024-10-21 06:23:36.530065,Minas Gerais,Uberlandia,0,10,1,0
df775dd6-8a86-11ef-af58-6045cb84ea6c,0,M,27,26,6,52,0,0,Chrome,Windows,Social media,2024-10-17 05:09:26.116741,Minas Gerais,Ouro Preto,0,59,67,0
deea937e-8a86-11ef-8ecd-6045cb84ea6c,0,M,19,1388,59,59,0,6,Chrome,Android,Social media,2024-10-16 01:32:12.194055,Rio de Janeiro,Rio de Janeiro,0,56,91,0
de9f38c4-8a86-11ef-8956-6045cb84ea6c,0,M,16,1478,43,66,1,0,Chrome,Windows,Social media,2024-10-18 05:12:28.700217,Rio de Janeiro,Rio de Janeiro,1,21,25,0
de9b4f59-8a86-11ef-b7a7-6045cb84ea6c,1,M,17,28,49,69,0,0,Opera,Windows,Social media,2024-10-19 21:44:20.674579,Sao Paulo,Campinas,1,49,8,0
de2aa865-8a86-11ef-bd4e-6045cb84ea6c,0,M,25,57,25,7,0,1,Edge,Windows,Direct,2024-10-18 06:35:14.936302,Minas Gerais,Ouro Preto,1,15,32,0
de5ef78d-8a86-11ef-9d8b-6045cb84ea6c,0,M,29,1951,56,88,0,0,Chrome,Windows,Social media,2024-10-19 23:15:59.279116,Sao Paulo,Campinas,0,49,47,0
ddecabbd-8a86-11ef-a3cf-6045cb84ea6c,1,M,29,1779,42,63,0,3,Chrome,Windows,Social media,2024-10-18 06:43:53.530065,Sao Paulo,Santos,0,2,27,0
dea67029-8a86-11ef-9efb-6045cb84ea6c,1,M,29,3,994,39,20,1,Chrome,Windows,Social media,2024-10-19 09:19:43.763138,Sao Paulo,Sao Paulo,1,1,37,0
dea3fd7a-8a86-11ef-a7ca-6045cb84ea6c,0,M,22,39,55,14,0,0,Edge,Windows,Social media,2024-10-18 06:38:07.731465,Sao Paulo,Campinas,0,17,36,1
de000845-8a86-11ef-a2ab-6045cb84ea6c,0,M,23,36,36,30,9,0,Chrome,Android,Social media,2024-10-20 04:53:18.656954,Sao Paulo,Santos,1,34,67,0
dd4d8f90-8a86-11ef-84d5-6045cb84ea6c,0,F,33,32,5,29,18,0,Chrome,Windows,Social media,2024-10-18 04:17:01.487323,Minas Gerais,Belo Horizonte,0,29,30,0
dd686a8b-8a86-11ef-b175-6045cb84ea6c,0,F,32,36,48,28,2,0,Chrome,Windows,Social media,2024-10-21 07:39:08.663319,Minas Gerais,Ouro Preto,0,24,4,0
df2f9483-8a86-11ef-8d48-6045cb84ea6c,0,M,28,26,15,42,0,0,Chrome,IOS,Social media,2024-10-18 13:22:27.646283,Sao Paulo,Campinas,1,14,58,0
ded255e5-8a86-11ef-9a31-6045cb84ea6c,0,M,27,35,30,38,0,6,Chrome,Windows,Search engine,2024-10-21 06:23:27.035195,Sao Paulo,Campinas,0,44,16,0
ddfd9103-8a86-11ef-a7d5-6045cb84ea6c,1,M,24,24,52,63,0,0,Chrome,Windows,Search engine,2024-10-18 06:49:32.640793,Sao Paulo,Santos,0,51,28,0
dd986648-8a86-11ef-9e59-6045cb84ea6c,0,F,17,38,51,40,0,6,Chrome,Android,Search engine,2024-10-18 04:44:08.977785,Minas Gerais,Belo Horizonte,0,33,0,1
dddfa3cc-8a86-11ef-95cf-6045cb84ea6c,0,M,24,29,20,45,0,0,Chrome,Windows,Social media,2024-10-19 06:10:08.444665,Sao Paulo,Santos,0,15,73,0
