session_id,logged,gender,age,page_view_time,session_duration_minutes,page_scroll_depth,frustration_count,browser,operating_system,referal_source,date,state,city,contacted
6b11b8a8-7dd7-11ef-8946-6045cb84ea6c,1,M,34,25,3,42,0,Edge,Windows,Social media,2024-09-27 06:33:31.953882,Minas Gerais,Uberlandia,0
6b63d9c1-7dd7-11ef-9e40-6045cb84ea6c,1,M,18,3,65,19,0,Edge,Windows,Social media,2024-09-27 03:53:22.492127,Sao Paulo,Sao Paulo,1
6a2fea43-7dd7-11ef-b9cd-6045cb84ea6c,0,F,25,3,67,77,0,Chrome,IOS,Direct,2024-09-27 12:20:22.474041,Rio de Janeiro,Rio de Janeiro,0
69b5decf-7dd7-11ef-9f99-6045cb84ea6c,1,F,29,44,71,29,0,Edge,Windows,Social media,2024-09-29 05:16:31.674209,Sao Paulo,Campinas,0
69979b36-7dd7-11ef-8930-6045cb84ea6c,0,F,26,16,76,22,0,Edge,Windows,Social media,2024-09-27 04:13:01.475870,Rio de Janeiro,Petropolis,0
6bc68cde-7dd7-11ef-967f-6045cb84ea6c,1,M,31,24,78,37,0,Edge,Windows,Social media,2024-09-27 06:13:55.138964,Minas Gerais,Belo Horizonte,0
6bfa721d-7dd7-11ef-ae44-6045cb84ea6c,0,M,16,10,4,34,0,Chrome,Windows,Social media,2024-09-27 01:22:57.479064,Minas Gerais,Ouro Preto,1
6bc11ad2-7dd7-11ef-82c0-6045cb84ea6c,1,M,29,542,7,73,0,Edge,Windows,Social media,2024-09-27 00:46:38.103276,Sao Paulo,Campinas,0
6982582b-7dd7-11ef-9bd8-6045cb84ea6c,0,F,33,57,31,57,0,Chrome,Windows,Direct,2024-09-27 02:50:57.336528,Rio de Janeiro,Niteroi,0
6977b6b1-7dd7-11ef-a570-6045cb84ea6c,0,F,16,18,14,11,0,Edge,macOS,Social media,2024-09-25 03:15:22.266859,Minas Gerais,Uberlandia,1
6b7b75f6-7dd7-11ef-8ecf-6045cb84ea6c,1,M,32,4,9,41,3,FireFox,Windows,Search engine,2024-09-30 03:42:51.647859,Sao Paulo,Campinas,0
6ac3993d-7dd7-11ef-8d3f-6045cb84ea6c,1,F,22,4,18,73,0,FireFox,Android,Social media,2024-09-27 03:14:30.441900,Minas Gerais,Uberlandia,0
6b9d14ba-7dd7-11ef-978c-6045cb84ea6c,0,M,24,34,3,6,2,Edge,Windows,Social media,2024-09-27 04:00:08.867190,Minas Gerais,Ouro Preto,1
6a91805d-7dd7-11ef-b1c5-6045cb84ea6c,1,F,27,10,14,8,23,Chrome,IOS,Social media,2024-09-30 02:19:44.113583,Sao Paulo,Campinas,0
6bb2bae4-7dd7-11ef-832b-6045cb84ea6c,1,M,26,1582,44,95,0,Edge,Windows,Social media,2024-09-27 02:58:58.009067,Sao Paulo,Campinas,0
69f1ade2-7dd7-11ef-b4bd-6045cb84ea6c,0,F,19,50,50,0,0,Chrome,Windows,Social media,2024-09-27 03:12:53.066173,Sao Paulo,Santos,1
6b7dc28e-7dd7-11ef-9fc3-6045cb84ea6c,0,M,21,55,52,2,3,Edge,Windows,Direct,2024-09-27 13:27:27.661927,Sao Paulo,Sao Paulo,1
6c22eeca-7dd7-11ef-b45a-6045cb84ea6c,0,M,19,30,23,12,22,Chrome,Android,Search engine,2024-09-26 03:41:15.744403,Minas Gerais,Ouro Preto,0
69ae9d37-7dd7-11ef-9bd8-6045cb84ea6c,0,F,33,7,55,7,0,Chrome,Windows,Social media,2024-09-28 01:53:09.626654,Sao Paulo,Sao Paulo,1
69b02424-7dd7-11ef-bfd8-6045cb84ea6c,0,F,28,3,21,85,0,Edge,Windows,Social media,2024-09-27 03:46:00.636662,Rio de Janeiro,Petropolis,0
6a19c55b-7dd7-11ef-a70e-6045cb84ea6c,1,F,29,48,88,96,0,Chrome,macOS,Social media,2024-09-27 04:12:49.329915,Minas Gerais,Belo Horizonte,0
6b63d9ef-7dd7-11ef-bb87-6045cb84ea6c,0,M,28,18,19,54,0,Edge,Windows,Social media,2024-09-30 03:36:03.492127,Rio de Janeiro,Rio de Janeiro,0
6bf0c72a-7dd7-11ef-81ac-6045cb84ea6c,1,M,34,29,50,9,0,Edge,Windows,Social media,2024-09-29 02:04:46.415706,Sao Paulo,Santos,0
6a5317bf-7dd7-11ef-af37-6045cb84ea6c,1,F,18,29,57,86,3,FireFox,Windows,Search engine,2024-09-30 05:01:46.704582,Rio de Janeiro,Rio de Janeiro,0
6b935b6a-7dd7-11ef-ace8-6045cb84ea6c,1,M,32,21,48,3,0,FireFox,Windows,Social media,2024-09-30 05:14:55.803465,Minas Gerais,Uberlandia,1
69f8b2cb-7dd7-11ef-aff6-6045cb84ea6c,0,F,18,54,53,70,0,Chrome,Windows,Social media,2024-09-26 13:57:44.112173,Rio de Janeiro,Niteroi,0
6a2bdc7f-7dd7-11ef-9ecc-6045cb84ea6c,1,F,25,32,30,82,0,Chrome,Windows,Search engine,2024-09-30 04:04:58.448474,Sao Paulo,Santos,0
6a854b4f-7dd7-11ef-8b26-6045cb84ea6c,0,F,20,28,58,50,11,Chrome,Android,Social media,2024-09-30 01:39:42.033582,Sao Paulo,Santos,0
69979b35-7dd7-11ef-8844-6045cb84ea6c,0,F,18,55,23,90,9,Chrome,Windows,Search engine,2024-09-25 03:25:55.475870,Sao Paulo,Santos,0
6bab937f-7dd7-11ef-bf38-6045cb84ea6c,0,M,17,37,47,60,0,Edge,macOS,Social media,2024-09-28 12:56:13.962185,Minas Gerais,Ouro Preto,0
6a388ae1-7dd7-11ef-8ba8-6045cb84ea6c,1,F,20,51,61,10,0,Chrome,macOS,Social media,2024-09-28 02:43:52.530582,Sao Paulo,Santos,1
6a25e8f5-7dd7-11ef-a287-6045cb84ea6c,1,F,16,35,1,33,0,Chrome,IOS,Social media,2024-09-25 03:15:15.408472,Sao Paulo,Sao Paulo,1
6a98852e-7dd7-11ef-bc22-6045cb84ea6c,0,F,27,26,40,0,0,FireFox,Windows,Search engine,2024-09-27 02:48:29.159582,Sao Paulo,Santos,1
6bd7f68d-7dd7-11ef-901c-6045cb84ea6c,0,M,21,5,9,7,0,Chrome,IOS,Direct,2024-09-27 02:11:12.253081,Rio de Janeiro,Niteroi,1
6aa2492f-7dd7-11ef-9137-6045cb84ea6c,1,F,17,43,21,49,5,Chrome,Android,Social media,2024-09-30 02:26:11.223582,Rio de Janeiro,Rio de Janeiro,0
6b389c41-7dd7-11ef-942f-6045cb84ea6c,1,M,21,10,81,45,0,Chrome,Windows,Search engine,2024-09-27 02:56:47.208747,Minas Gerais,Ouro Preto,0
6ae55ef4-7dd7-11ef-838d-6045cb84ea6c,1,M,16,24,19,22,0,FireFox,Windows,Direct,2024-09-29 02:59:26.663230,Minas Gerais,Ouro Preto,1
6a5dc622-7dd7-11ef-827b-6045cb84ea6c,0,F,24,39,41,36,9,Chrome,Android,Social media,2024-09-23 22:25:02.775582,Sao Paulo,Santos,0
6a8ff9a6-7dd7-11ef-89ae-6045cb84ea6c,0,F,32,978,73,50,0,FireFox,IOS,Social media,2024-09-30 00:37:32.104581,Sao Paulo,Santos,0
6b1b424a-7dd7-11ef-a43d-6045cb84ea6c,1,M,33,37,10,21,0,Edge,Windows,Social media,2024-09-27 00:21:13.016389,Rio de Janeiro,Niteroi,1
6aef18c1-7dd7-11ef-89e9-6045cb84ea6c,0,M,28,1,53,24,0,Edge,Windows,Social media,2024-09-27 02:25:14.726968,Rio de Janeiro,Petropolis,0
69a9d096-7dd7-11ef-bf80-6045cb84ea6c,0,F,23,57,45,64,0,Edge,Windows,Search engine,2024-09-30 04:13:01.595199,Minas Gerais,Ouro Preto,0
6b5a2f3e-7dd7-11ef-a3b7-6045cb84ea6c,1,M,22,7,80,98,0,Opera,Windows,Social media,2024-09-27 01:30:08.428779,Minas Gerais,Ouro Preto,0
69c45d43-7dd7-11ef-b83c-6045cb84ea6c,1,F,31,13,9,85,0,Edge,Windows,Social media,2024-09-25 06:22:04.769196,Sao Paulo,Santos,0
6b6d8395-7dd7-11ef-9bb0-6045cb84ea6c,1,M,19,54,85,14,0,Chrome,Windows,Social media,2024-09-27 03:23:04.555457,Rio de Janeiro,Niteroi,1
6adb9ad5-7dd7-11ef-879c-6045cb84ea6c,0,M,18,29,88,46,0,Edge,Windows,Social media,2024-09-26 05:02:58.599227,Sao Paulo,Sao Paulo,0
6b449949-7dd7-11ef-9bf3-6045cb84ea6c,0,M,24,21,27,15,2,Chrome,Windows,Search engine,2024-09-27 11:25:33.287314,Sao Paulo,Sao Paulo,1
6ae5d404-7dd7-11ef-a2d2-6045cb84ea6c,1,M,29,30,86,49,0,FireFox,Android,Social media,2024-09-26 23:56:11.666227,Sao Paulo,Campinas,0
6b034965-7dd7-11ef-bf7f-6045cb84ea6c,0,M,18,33,35,39,0,Edge,Windows,Search engine,2024-09-26 23:28:07.859286,Minas Gerais,Uberlandia,1
6b61777e-7dd7-11ef-8c1e-6045cb84ea6c,1,M,21,1,39,12,0,Chrome,IOS,Search engine,2024-09-27 04:45:53.476502,Sao Paulo,Santos,1
6abab350-7dd7-11ef-871a-6045cb84ea6c,1,F,26,22,40,57,0,Chrome,Windows,Search engine,2024-09-26 02:07:47.383585,Minas Gerais,Ouro Preto,0
6c041bfd-7dd7-11ef-b13e-6045cb84ea6c,0,M,33,19,18,53,0,Chrome,Android,Search engine,2024-09-28 23:53:35.542398,Sao Paulo,Santos,0
6b034976-7dd7-11ef-94e2-6045cb84ea6c,1,M,17,47,4,95,0,Opera,Windows,Social media,2024-09-27 02:22:35.859286,Rio de Janeiro,Petropolis,0
69e96558-7dd7-11ef-b8e5-6045cb84ea6c,0,F,19,19,71,1,0,Edge,Windows,Direct,2024-09-27 04:58:04.011883,Minas Gerais,Ouro Preto,1
6b6cac8e-7dd7-11ef-b32c-6045cb84ea6c,1,M,19,5,56,11,0,Chrome,Windows,Search engine,2024-09-30 02:17:14.549953,Rio de Janeiro,Niteroi,1
6ae25196-7dd7-11ef-bb8d-6045cb84ea6c,0,M,19,50,73,56,0,Chrome,Android,Social media,2024-09-27 01:34:24.643227,Minas Gerais,Uberlandia,0
69972606-7dd7-11ef-b68f-6045cb84ea6c,1,F,17,19,38,72,1,Chrome,Windows,Social media,2024-09-29 07:31:02.472870,Sao Paulo,Santos,0
6a223f7f-7dd7-11ef-bf29-6045cb84ea6c,1,F,21,21,84,65,0,FireFox,Windows,Search engine,2024-09-29 01:57:59.384473,Sao Paulo,Sao Paulo,0
6a61bdb0-7dd7-11ef-bcb6-6045cb84ea6c,0,F,30,8,75,62,0,FireFox,Windows,Social media,2024-09-28 02:24:55.800580,Minas Gerais,Uberlandia,0
6a0a2d25-7dd7-11ef-b802-6045cb84ea6c,1,F,28,7,61,15,1,FireFox,Windows,Social media,2024-09-29 05:10:34.226717,Rio de Janeiro,Niteroi,0
6b875c97-7dd7-11ef-8d58-6045cb84ea6c,0,M,22,35,58,20,0,Chrome,Windows,Social media,2024-09-30 06:18:50.724850,Sao Paulo,Sao Paulo,1
6a8aa274-7dd7-11ef-93dd-6045cb84ea6c,0,F,27,2,33,76,0,Edge,Windows,Search engine,2024-09-27 02:31:36.068581,Sao Paulo,Sao Paulo,0
69b110b9-7dd7-11ef-b225-6045cb84ea6c,1,F,24,9,20,55,0,Chrome,Android,Search engine,2024-09-27 04:37:49.642717,Sao Paulo,Santos,0
6ae7a8c6-7dd7-11ef-b750-6045cb84ea6c,1,M,32,45,37,75,10,Edge,Android,Social media,2024-09-28 20:51:23.678227,Rio de Janeiro,Niteroi,0
697c0ae0-7dd7-11ef-9c12-6045cb84ea6c,0,F,27,31,64,52,0,FireFox,Android,Social media,2024-09-27 14:04:37.295225,Rio de Janeiro,Niteroi,0
696d66c1-7dd7-11ef-b9f2-6045cb84ea6c,1,F,27,1,63,49,0,Chrome,Windows,Social media,2024-09-29 04:09:43.199276,Rio de Janeiro,Rio de Janeiro,0
69a92c48-7dd7-11ef-8f00-6045cb84ea6c,1,F,25,58,87,7,0,Edge,Android,Social media,2024-09-27 02:58:26.590996,Sao Paulo,Campinas,1
69c6bfd9-7dd7-11ef-9683-6045cb84ea6c,0,F,33,51,54,72,0,Chrome,Windows,Social media,2024-09-28 04:56:15.784827,Rio de Janeiro,Niteroi,0
6bf0c71a-7dd7-11ef-b482-6045cb84ea6c,0,M,22,54,26,95,0,Chrome,macOS,Search engine,2024-09-29 02:29:13.415706,Sao Paulo,Santos,0
6b98305a-7dd7-11ef-9d2a-6045cb84ea6c,1,M,19,12,26,17,0,Chrome,Android,Social media,2024-09-29 20:09:16.835130,Sao Paulo,Campinas,1
6ae44d6e-7dd7-11ef-a56d-6045cb84ea6c,0,M,16,0,33,98,0,Chrome,Windows,Social media,2024-09-27 01:40:17.657227,Sao Paulo,Campinas,0
6c447d4e-7dd7-11ef-a909-6045cb84ea6c,1,M,17,26,2,95,0,FireFox,Android,Social media,2024-09-27 05:22:50.964318,Sao Paulo,Sao Paulo,0
6a941861-7dd7-11ef-876a-6045cb84ea6c,0,F,32,19,79,10,0,Edge,Windows,Social media,2024-09-26 22:48:15.130582,Minas Gerais,Belo Horizonte,0
